artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
The Decemberists,Rox In The Box,0.0218,0.526,187853,0.78,0,11,0.0851,-3.398,0.0275,94.333,4,0.52,folk
Fleet Foxes,Blue Spotted Tail,0.903,0.501,185293,0.0305,0.00141,7,0.108,-21.455,0.0417,89.721,4,0.665,folk
Mumford & Sons,Ghosts That We Knew,0.532,0.366,339720,0.301,0.00479,0,0.112,-11.643,0.0417,159.101,4,0.0679,folk
Bob Dylan,Girl from the North Country,0.885,0.607,222267,0.323,0.000796,7,0.116,-11.384,0.0317,118.511,4,0.28,folk
Beirut,A Candle's Fire,0.153,0.588,199280,0.633,5.95e-05,6,0.139,-5.772,0.0392,119.908,4,0.582,folk
Audrey Assad,Sparrow,0.497,0.539,208853,0.709,2.87e-06,0,0.246,-6.278,0.0276,98.064,4,0.435,folk
The Head and the Heart,Down in the Valley,0.555,0.418,303653,0.403,0.024,0,0.108,-10.53,0.0294,105.801,4,0.142,folk
Woodpecker!,Married to the Movies,0.641,0.421,152680,0.439,0.00859,2,0.112,-8.884,0.0344,137.499,4,0.371,folk
Ben Howard,The Wolves,0.312,0.496,309347,0.531,0.00901,0,0.113,-9.889,0.0325,119.159,4,0.522,folk
Radical Face,"Welcome Home, Son",0.743,0.601,285320,0.537,0.732,6,0.143,-9.464,0.0296,144.994,3,0.39,folk
Gregory Alan Isakov,"If I Go, I'm Goin",0.762,0.496,267160,0.0672,0.0171,3,0.109,-17.285,0.0348,114.059,4,0.171,folk
Mumford & Sons,Dust Bowl Dance,0.0606,0.407,280653,0.602,0.00602,5,0.353,-8.194,0.0449,116.848,4,0.329,folk
Kishi Bashi,Bright Whites,0.264,0.664,256160,0.828,0,7,0.405,-6.78,0.0502,108.033,4,0.572,folk
Johnny Flynn,The Water (feat. Laura Marling),0.867,0.47,252853,0.28,0.000276,0,0.11,-11.548,0.0305,124.87,3,0.253,folk
Fleet Foxes,Bedouin Dress,0.0804,0.442,269800,0.459,0.000529,7,0.123,-10.146,0.0362,123.271,4,0.301,folk
The Tallest Man On Earth,King Of Spain,0.769,0.348,206187,0.496,3.76e-06,8,0.114,-8.322,0.0342,130.99,4,0.388,folk
Megafaun,Volunteers,0.186,0.602,177600,0.746,0,0,0.122,-3.528,0.0365,118.026,4,0.614,folk
The Civil Wars,To Whom It May Concern,0.912,0.309,211360,0.159,0.000264,7,0.1,-13.101,0.0315,87.493,4,0.14,folk
Mumford & Sons,After The Storm,0.903,0.505,247880,0.168,2.98e-05,7,0.109,-13.423,0.0359,152.284,4,0.105,folk
First Aid Kit,The Lion's Roar,0.144,0.485,307000,0.532,6.92e-06,9,0.0986,-5.848,0.0298,123.41,3,0.212,folk
Benjamin Francis Leftwich,Shine,0.667,0.715,182640,0.537,1.89e-06,4,0.277,-10.482,0.0286,118.091,4,0.674,folk
Daughter,Landfill,0.77,0.625,263810,0.482,0,11,0.106,-7.926,0.044,125.979,4,0.396,folk
Fairport Convention,Who Knows Where The Time Goes?,0.648,0.508,310173,0.134,0.157,4,0.0923,-20.767,0.0317,144.795,4,0.434,folk
Noah And The Whale,"Peaceful, The World Lays Me Down",0.509,0.431,375147,0.27,0.000188,2,0.113,-9.73,0.0519,187.727,3,0.405,folk
Timber Timbre,Black Water,0.672,0.568,359827,0.304,0.0122,2,0.437,-8.511,0.0286,141.66,4,0.468,folk
The Tallest Man On Earth,The Gardener,0.93,0.487,237000,0.531,0,3,0.132,-4.959,0.0263,95.338,4,0.418,folk
City and Colour,The Girl,0.828,0.31,362107,0.541,4.45e-05,10,0.136,-7.591,0.0432,77.001,4,0.174,folk
Keaton Henson,Small Hands,0.912,0.649,180693,0.525,0.000111,5,0.121,-7.551,0.0347,97.808,4,0.61,folk
Bowerbirds,Tuck the Darkness In,0.689,0.617,290147,0.433,0.254,7,0.117,-9.452,0.0288,109.979,4,0.301,folk
Mumford & Sons,Winter Winds,0.229,0.438,219707,0.504,0,7,0.358,-6.989,0.0275,83.839,4,0.433,folk
Ben Howard,Only Love,0.336,0.547,249173,0.49,0.00174,8,0.118,-9.891,0.137,80.305,4,0.355,folk
Lord Huron,Time To Run,0.507,0.539,323973,0.856,0.437,10,0.114,-7.939,0.0372,109.022,4,0.321,folk
Of Monsters and Men,Little Talks,0.0263,0.473,266600,0.789,0,1,0.132,-5.171,0.0336,103.225,4,0.397,folk
Bob Dylan,Like a Rolling Stone,0.729,0.483,369600,0.721,0,0,0.189,-6.836,0.032,95.261,4,0.561,folk
OMBRE,Vistate,0.814,0.397,320120,0.593,0.919,0,0.111,-14.416,0.0356,101.324,4,0.0771,folk
Fleet Foxes,Helplessness Blues,0.0781,0.324,303387,0.463,5.63e-06,8,0.103,-7.247,0.0336,125.295,3,0.194,folk
Beirut,East Harlem,0.864,0.505,238547,0.645,0.0227,7,0.105,-7.738,0.0375,91.84,4,0.721,folk
Secret Cities,The Park,0.34,0.297,201013,0.499,0.000193,5,0.101,-8.062,0.0287,81.589,4,0.472,folk
Mumford & Sons,Timshel,0.859,0.443,173413,0.256,1.54e-05,5,0.112,-9.794,0.0321,81.838,4,0.0855,folk
Ben Howard,Old Pine,0.458,0.419,328507,0.358,0.0479,5,0.168,-10.749,0.033,128.764,4,0.219,folk
Simon & Garfunkel,America,0.53,0.259,213640,0.242,3.39e-06,2,0.0714,-15.79,0.0401,178.132,3,0.3,folk
Laura Marling,Hope In The Air,0.719,0.369,272097,0.412,0.000803,5,0.0846,-10.037,0.0463,81.313,4,0.342,folk
Band of Horses,Slow Cruel Hands Of Time,0.391,0.445,230307,0.393,2.96e-06,9,0.099,-14.672,0.0323,115.277,4,0.211,folk
Yusuf / Cat Stevens,Wild World,0.388,0.481,200307,0.495,0.000316,0,0.121,-9.951,0.037,153.452,4,0.563,folk
First Aid Kit,Blue,0.369,0.681,192000,0.73,0.000649,11,0.0759,-5.684,0.0266,107.04,4,0.593,folk
Matthew And The Atlas,I Will Remain,0.79,0.744,206547,0.432,0.0135,8,0.111,-11.173,0.0383,123.933,4,0.688,folk
Bon Iver,Holocene,0.942,0.379,336613,0.306,0.323,1,0.123,-14.446,0.0305,147.902,4,0.158,folk
Johnny Cash,Hurt,0.827,0.514,218587,0.292,0.00223,9,0.0926,-11.768,0.0291,90.459,4,0.143,folk
Joni Mitchell,You Turn Me On I'm A Radio - Live,0.512,0.599,249000,0.284,0.000177,2,0.932,-17.707,0.0305,99.806,4,0.46,folk
Eddie Vedder,Rise,0.906,0.403,156453,0.582,0.216,7,0.132,-6.86,0.0542,173.274,3,0.585,folk
Fergus & Geronimo,No Parties,0.0545,0.563,163240,0.843,0.877,7,0.171,-10.058,0.0425,175.178,3,0.952,folk
Great Lake Swimmers,Your Rocky Spine,0.65,0.707,216453,0.421,0.00438,5,0.202,-15.321,0.0313,94.331,4,0.54,folk
Of Monsters and Men,Yellow Light,0.294,0.373,292627,0.451,0.00202,7,0.367,-10.6,0.0265,99.753,4,0.0818,folk
Ray LaMontagne,Let It Be Me,0.475,0.614,280227,0.283,0,0,0.114,-8.008,0.027,107.674,3,0.316,folk
Passenger,Let Her Go,0.385,0.509,252867,0.538,0,7,0.104,-7.335,0.0572,75.089,4,0.242,folk
Lowlakes,Song for Motion,0.912,0.441,229162,0.311,0.882,0,0.0718,-11.638,0.0285,110.554,4,0.0422,folk
The Lumineers,Flapper Girl,0.874,0.75,195173,0.322,0.0128,0,0.0596,-12.078,0.0338,116.983,4,0.263,folk
Bon Iver,Skinny Love,0.85,0.59,238520,0.26,4.59e-06,4,0.117,-14.065,0.0484,77.118,4,0.115,folk
Van Morrison,Brown Eyed Girl,0.182,0.496,183520,0.586,0,7,0.332,-10.991,0.0353,148.882,4,0.899,folk
Fairport Convention,Fotheringay,0.865,0.493,185800,0.114,0.148,9,0.11,-24.43,0.0368,123.304,3,0.709,folk
A.A. Bondy,Surfer King,0.523,0.408,240933,0.325,0.0418,1,0.0972,-9.955,0.0291,140.738,4,0.359,folk
Mumford & Sons,Babel,0.0246,0.424,207934,0.839,0.000646,2,0.0828,-5.848,0.0558,80.937,4,0.659,folk
Fleet Foxes,He Doesn't Know Why,0.256,0.507,200493,0.556,4.56e-05,1,0.339,-5.53,0.0297,93.951,4,0.456,folk
Edward Sharpe & The Magnetic Zeros,Man On Fire,0.779,0.476,259080,0.478,0.117,11,0.103,-11.766,0.0395,89.06,4,0.475,folk
Of Monsters and Men,King And Lionheart,0.134,0.517,273853,0.686,0.00362,3,0.113,-6.401,0.0442,126.524,4,0.218,folk
Iron & Wine,Walking Far From Home,0.723,0.462,286307,0.516,0,8,0.121,-7.698,0.0325,77.471,3,0.489,folk
Devendra Banhart,Lindo Cihuatlan,0.975,0.344,177673,0.379,0.609,5,0.0982,-10.761,0.0288,84.405,3,0.339,folk
Fleet Foxes,The Plains / Bitter Dancer,0.473,0.32,353907,0.37,0.00804,1,0.124,-10.27,0.0281,87.016,4,0.0573,folk
Admiral Fallow,Guest of the Government,0.293,0.495,215413,0.847,0.0313,11,0.119,-5.696,0.0383,154.927,4,0.604,folk
Of Monsters and Men,Mountain Sound,0.0513,0.395,211453,0.896,0.00396,1,0.14,-4.262,0.0351,101.867,4,0.35,folk
Mumford & Sons,For Those Below (Bonus Track),0.566,0.367,215827,0.447,0.00215,2,0.137,-9.821,0.0302,116.515,4,0.309,folk
Lost In The Trees,Neither Here Nor There,0.0975,0.678,333547,0.706,0.147,2,0.0975,-7.965,0.0271,110.003,4,0.303,folk
Yellow Ostrich,Marathon Runner,0.000579,0.222,232256,0.659,2.16e-05,0,0.187,-5.266,0.0397,171.665,3,0.471,folk
Milo Greene,1957,0.663,0.388,204213,0.595,5.58e-05,1,0.178,-9.799,0.0325,190.043,4,0.577,folk
Angus & Julia Stone,On The Road,0.513,0.511,244960,0.449,0.00597,7,0.148,-8.394,0.0254,170.154,4,0.288,folk
The Civil Wars,Barton Hollow,0.123,0.403,205773,0.659,0,2,0.0857,-7.338,0.0303,90.854,4,0.443,folk
Of Monsters and Men,Love Love Love,0.786,0.393,238787,0.366,0.000106,7,0.0917,-9.803,0.0375,110.111,4,0.169,folk
Mumford & Sons,Whispers In The Dark,0.00546,0.403,195867,0.766,0.00676,2,0.138,-6.791,0.0416,134.798,4,0.337,folk
Sufjan Stevens,Casimir Pulaski Day,0.909,0.686,353947,0.172,0.00154,8,0.286,-14.979,0.0409,133.899,4,0.552,folk
Bon Iver,Towers,0.948,0.379,188040,0.321,0.518,9,0.276,-12.44,0.0325,91.72,4,0.14,folk
The Avett Brothers,And It Spread,0.0272,0.493,246987,0.51,0.000508,9,0.0974,-6.132,0.0288,135.39,4,0.29,folk
The Tallest Man On Earth,Pistol Dreams,0.858,0.68,214667,0.499,0,9,0.0953,-4.566,0.0366,113.348,4,0.619,folk
Mumford & Sons,Not With Haste,0.552,0.391,247027,0.475,0.000217,4,0.119,-10.106,0.0307,133.443,4,0.117,folk
Infantree,Skinny Bones Jones,0.00582,0.409,254027,0.852,0.314,4,0.161,-4.083,0.0412,113.497,5,0.249,folk
The Dubliners,Seven Drunken Nights,0.708,0.459,225827,0.362,2.36e-05,9,0.0774,-12.586,0.0711,200.824,4,0.695,folk
William Fitzsimmons,Let You Break (feat. Julia Stone),0.854,0.647,202561,0.41,0.0116,4,0.0881,-11.869,0.124,88.031,4,0.486,folk
Edward Sharpe & The Magnetic Zeros,40 Day Dream,0.228,0.573,233587,0.656,0,2,0.0651,-5.954,0.0562,81.952,4,0.676,folk
Mumford & Sons,Below My Feet,0.0709,0.447,292165,0.452,0.00563,11,0.0834,-9.061,0.0388,128.844,4,0.139,folk
The Civil Wars,I've Got This Friend,0.87,0.597,203867,0.293,0.00013,2,0.147,-11.475,0.0344,90.025,4,0.273,folk
Real Estate,It's Real,0.00928,0.419,168493,0.856,0.0964,2,0.124,-5.443,0.0298,152.009,4,0.727,indie
Alvvays,"Archie, Marry Me",0.00956,0.27,196560,0.83,0.434,7,0.142,-4.592,0.0741,117.314,4,0.19,indie
Clinic,Distortions,0.714,0.478,243947,0.541,0.179,9,0.108,-11.868,0.042,173.829,4,0.323,indie
The xx,Angels,0.95,0.424,171653,0.157,0.0593,9,0.101,-18.141,0.0428,91.537,4,0.344,indie
The Flaming Lips,Do You Realize??,0.006,0.464,213173,0.797,0.000304,0,0.392,-5.244,0.0333,129.964,4,0.551,indie
The Postal Service,The District Sleeps Alone Tonight,0.129,0.621,284293,0.775,0.0106,0,0.115,-7.662,0.0513,153.963,4,0.206,indie
Unknown Mortal Orchestra,FFunny FFriends,0.189,0.689,256840,0.898,0.766,11,0.077,-4.704,0.0791,90.97,4,0.628,indie
Halsey,Hold Me Down,0.239,0.673,204785,0.729,0,1,0.114,-4.538,0.0709,145.901,4,0.538,indie
Imagine Dragons,Shots,0.00705,0.56,232333,0.774,0.0102,11,0.309,-6.827,0.0373,104.957,4,0.348,indie
MisterWives,Our Own House,0.00228,0.585,232187,0.764,0.000239,8,0.0518,-4.68,0.0512,125.787,4,0.432,indie
Local Natives,Heavy Feet,0.319,0.49,246640,0.623,0.00602,4,0.0951,-7.423,0.0492,164.601,4,0.242,indie
Pixies,Wave Of Mutilation,0.000285,0.592,124773,0.774,0.336,5,0.0751,-12.187,0.0346,132.569,4,0.741,indie
Pavement,Spit On A Stranger,0.187,0.275,184293,0.528,0.236,2,0.116,-11.084,0.0384,164.905,4,0.457,indie
The National,Don't Swallow the Cap,0.407,0.454,285533,0.663,0.0466,5,0.0913,-8.54,0.0415,173.988,4,0.451,indie
Passion Pit,Lifted Up (1985),0.014,0.568,263293,0.816,0.000231,0,0.155,-3.928,0.0281,125.033,5,0.314,indie
Hospitality,I Miss Your Bones,0.00104,0.643,248037,0.657,0.059,2,0.095,-7.318,0.0329,131.925,4,0.835,indie
Beach House,Space Song,0.218,0.509,320467,0.79,0.125,0,0.144,-7.105,0.0293,147.073,4,0.624,indie
Purity Ring,Fineshrine,0.018,0.609,209760,0.798,8.68e-06,5,0.434,-4.448,0.0404,130.034,4,0.405,indie
The Killers,Read My Mind,0.00633,0.54,246840,0.902,5.18e-05,1,0.112,-3.405,0.0408,132.276,4,0.415,indie
Imagine Dragons,Warriors,0.0815,0.26,170067,0.823,0.00223,4,0.204,-6.216,0.069,78.772,4,0.313,indie
TV On The Radio,Wolf Like Me,0.00175,0.22,279293,0.8,0.00916,7,0.492,-5.11,0.0504,176.047,4,0.206,indie
Foster The People,Houdini,0.00762,0.632,202467,0.908,0.000172,8,0.167,-3.511,0.0458,110.024,4,0.749,indie
San Fermin,Emily,0.0763,0.645,224867,0.649,0.0362,0,0.227,-8.174,0.0299,96.033,4,0.622,indie
Warpaint,I'll Start Believing,0.0128,0.48,178291,0.943,0.0142,3,0.125,-5.146,0.0782,149.98,4,0.358,indie
The Black Keys,Fever,0.00378,0.609,246307,0.674,0.000302,9,0.129,-6.506,0.0355,127.541,4,0.744,indie
Foals,Mountain At My Gates,0.0025,0.495,244293,0.931,0.0783,2,0.246,-5.336,0.0469,104.05,4,0.609,indie
Deerhunter,Snakeskin,3.09e-05,0.574,260707,0.896,0.0127,11,0.48,-5.302,0.0369,94.014,4,0.778,indie
Portugal. The Man,Creep In A T-Shirt,0.0222,0.595,233147,0.841,0.00514,1,0.175,-7.443,0.0312,129.992,4,0.571,indie
The Black Keys,Lonely Boy,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,0.068,166.3,4,0.592,indie
Two Door Cinema Club,I Can Talk,3.64e-05,0.474,177427,0.752,0.159,9,0.532,-4.754,0.192,163.058,4,0.665,indie
The Cure,Friday I'm In Love,0.000972,0.526,214400,0.762,0.000116,0,0.338,-12.437,0.0342,136.203,4,0.494,indie
Spoon,The Mystery Zone,0.361,0.789,299200,0.547,0.000157,9,0.137,-6.557,0.0311,119.142,4,0.719,indie
The Shins,The Rifle's Spiral,9.93e-05,0.518,209720,0.775,0.00013,6,0.336,-5.897,0.0303,107.026,4,0.411,indie
The xx,Islands,0.74,0.871,160720,0.472,0.286,4,0.145,-11.077,0.0756,124.04,4,0.684,indie
The Cure,Close To Me - Remastered,0.0748,0.725,203267,0.524,0.764,11,0.0819,-11.121,0.116,185.134,4,0.961,indie
Twin Shadow,I'm Ready,0.00325,0.417,212707,0.724,0.0106,10,0.35,-6.481,0.0599,174.033,4,0.134,indie
First Aid Kit,My Silver Lining,0.026,0.477,215493,0.725,0.000133,2,0.214,-4.671,0.0337,101.854,4,0.417,indie
Bibio,lovers’ carvings,0.68,0.558,238640,0.47,0.914,7,0.532,-5.5,0.0316,118.06,4,0.422,indie
Modest Mouse,Dashboard,0.00963,0.639,246173,0.903,7.06e-05,11,0.174,-5.013,0.0371,135.938,4,0.957,indie
Radiohead,Creep,0.00563,0.532,235667,0.344,0.000473,7,0.115,-13.057,0.035,91.834,4,0.119,indie
Vampire Weekend,Step,0.591,0.624,251627,0.724,7.79e-06,10,0.101,-7.113,0.101,78.008,4,0.62,indie
WALK THE MOON,Tightrope,8.39e-05,0.467,209187,0.794,0.00204,1,0.103,-6.174,0.0349,162.435,4,0.577,indie
The Strokes,Someday,0.00425,0.538,183440,0.52,0,9,0.367,-7.46,0.0299,106.031,4,0.678,indie
Tame Impala,The Less I Know The Better,0.0132,0.64,216320,0.741,0.0112,1,0.128,-4.077,0.0285,116.887,4,0.76,indie
EL VY,"Return To The Moon (Political Song for Didi Bloome to Sing, with Crescendo)",0.00996,0.699,253053,0.907,0.479,2,0.0809,-6.32,0.0393,124.989,4,0.82,indie
Passion Pit,Sleepyhead,0.0892,0.568,174760,0.719,1.84e-06,8,0.233,-5.406,0.0354,106.036,4,0.549,indie
Talking Heads,This Must Be The Place (Naive Melody) - 2005 Remastered Version,0.331,0.942,296147,0.641,0.179,7,0.028,-10.15,0.0333,114.443,4,0.966,indie
JR JR,Gone,0.054,0.62,227507,0.892,0.000687,2,0.207,-3.664,0.0531,129.96,4,0.402,indie
Tweedy,Low Key,0.233,0.862,195200,0.788,0.0805,6,0.108,-6.243,0.0291,113.292,4,0.967,indie
Ratatat,Abrasive,0.238,0.577,256809,0.731,0.884,7,0.288,-7.028,0.0313,138.251,4,0.312,indie
Beach House,Zebra,0.861,0.612,288720,0.476,0.00401,8,0.147,-8.256,0.0275,118.383,3,0.252,indie
Bastille,Of The Night,0.0209,0.668,214206,0.826,0.000249,5,0.0886,-7.18,0.0398,125.007,4,0.36,indie
Yo La Tengo,Ohm,0.0793,0.533,407987,0.985,0.671,2,0.209,-5.355,0.0678,111.588,4,0.628,indie
Modest Mouse,Float On,0.013,0.649,208467,0.888,2.23e-06,6,0.0888,-4.807,0.0293,100.975,4,0.574,indie
Sufjan Stevens,Chicago,0.585,0.579,364613,0.463,0,7,0.0892,-9.657,0.0303,124.977,4,0.429,indie
The Shins,Simple Song,0.0133,0.546,255400,0.878,0,7,0.135,-5.137,0.0525,119.945,4,0.358,indie
Tame Impala,Eventually,0.0117,0.418,318591,0.633,0.000431,9,0.111,-6.223,0.0325,77.901,4,0.123,indie
Broken Bells,The High Road,0.0682,0.61,232200,0.637,6.12e-06,0,0.284,-6.574,0.0238,79.955,4,0.572,indie
Bon Iver,Holocene,0.943,0.375,336613,0.304,0.303,1,0.126,-14.52,0.0302,147.989,4,0.151,indie
Conor Oberst,Zigzagging Toward the Light,0.0249,0.625,243227,0.743,1.13e-06,4,0.368,-5.972,0.0448,90.331,4,0.446,indie
Frightened Rabbit,The Woodpile,0.0324,0.349,207560,0.885,0,2,0.315,-4.624,0.0438,149.968,4,0.32,indie
STRFKR,Rawnald Gregory Erickson the Second,0.229,0.9,173693,0.538,0.843,7,0.287,-7.879,0.0343,95.508,4,0.73,indie
Death Cab for Cutie,The Ghosts Of Beverly Drive,0.00474,0.557,243253,0.859,5.79e-05,2,0.103,-6.557,0.0582,154.718,4,0.745,indie
Bon Iver,Towers,0.945,0.35,188040,0.334,0.703,9,0.273,-12.412,0.0323,91.592,4,0.139,indie
Arctic Monkeys,Why'd You Only Call Me When You're High?,0.0483,0.691,161124,0.631,1.13e-05,2,0.104,-6.478,0.0368,92.004,4,0.807,indie
A.C. Newman,Encyclopedia of Classic Takedowns,0.193,0.574,239680,0.655,7.57e-05,9,0.252,-6.363,0.0279,146.925,4,0.392,indie
Wilsen,Garden,0.102,0.608,212253,0.616,0.0176,7,0.145,-8.502,0.0445,121.008,4,0.366,indie
Gorillaz,On Melancholy Hill,1.51e-05,0.689,233867,0.739,0.509,2,0.064,-5.81,0.026,120.423,4,0.588,indie
Pixies,Here Comes Your Man,0.0451,0.664,201693,0.788,0.0416,2,0.117,-12.323,0.0294,124.51,4,0.866,indie
Chairlift,Bruises,0.0175,0.579,241467,0.554,0.0221,0,0.101,-7.08,0.0587,185.183,4,0.831,indie
Ovlov,Where's My Dini?,0.143,0.364,264616,0.5,0.000331,4,0.123,-8.0,0.0386,152.013,4,0.412,indie
Modest Mouse,Lampshades on Fire,0.156,0.659,187720,0.906,3.27e-06,7,0.105,-3.906,0.0428,94.997,4,0.778,indie
Phoenix,If I ever feel better,0.0492,0.755,266600,0.553,0.00607,6,0.0646,-9.449,0.107,119.7,4,0.836,indie
Spoon,Rent I Pay,0.283,0.7,189493,0.809,1.22e-05,5,0.11,-6.047,0.0323,96.405,4,0.962,indie
Grizzly Bear,Knife,0.806,0.226,314413,0.4,0.747,11,0.108,-10.256,0.0298,88.673,4,0.102,indie
R.E.M.,Losing My Religion,0.0767,0.672,267733,0.841,0,9,0.135,-5.992,0.0285,125.437,4,0.822,indie
Kurt Vile,Pretty Pimpin,0.0928,0.566,298760,0.664,0.305,8,0.0903,-9.081,0.0281,91.117,4,0.761,indie
Tanlines,Pieces,0.0111,0.846,233387,0.501,0.00257,11,0.0883,-6.076,0.0334,118.001,4,0.825,indie
Mac Demarco,Salad Days,0.0876,0.43,145893,0.771,0.0239,5,0.121,-7.176,0.0375,201.001,4,0.758,indie
Phoenix,1901,0.0564,0.604,193107,0.825,5.8e-05,0,0.192,-5.373,0.0429,144.085,4,0.694,indie
The Smiths,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",0.534,0.241,112707,0.468,0,2,0.161,-9.579,0.0272,91.581,3,0.459,indie
alt-J,Breezeblocks,0.096,0.616,227080,0.656,0.000879,5,0.205,-7.298,0.0344,150.071,4,0.283,indie
Weezer,Say It Ain't So,0.00405,0.645,256880,0.42,3.69e-06,3,0.0711,-7.552,0.0293,76.084,4,0.461,indie
Arctic Monkeys,Do I Wanna Know?,0.186,0.548,272394,0.532,0.000263,5,0.217,-7.596,0.0323,85.03,4,0.428,indie
Bastille,Bad Blood,0.0131,0.664,212613,0.79,0.0156,5,0.08,-5.467,0.0364,143.004,4,0.937,indie
Arcade Fire,Wake Up,0.134,0.258,335333,0.801,0.0363,0,0.0945,-4.792,0.0362,138.269,4,0.292,indie
Bon Iver,Perth,0.855,0.468,262080,0.453,0.552,0,0.326,-14.463,0.0464,119.932,4,0.0714,indie
Two Door Cinema Club,Something Good Can Work,0.00559,0.65,164187,0.833,0.000727,0,0.186,-5.079,0.0355,119.939,4,0.676,indie
Passion Pit,Take a Walk,0.0338,0.566,264493,0.755,0,11,0.315,-5.526,0.0368,101.006,4,0.427,indie
CHVRCHES,Dead Air,0.0677,0.623,194200,0.737,0.000925,11,0.0727,-5.134,0.0676,94.946,4,0.398,indie
The War On Drugs,Red Eyes,0.00871,0.464,298920,0.815,0.201,10,0.162,-6.371,0.0368,161.845,4,0.459,indie
alt-J,Tessellate,0.364,0.702,181400,0.607,0.0263,2,0.123,-6.509,0.0405,116.961,4,0.436,indie
Grizzly Bear,Two Weeks,0.289,0.537,243160,0.712,0.00568,5,0.08,-5.597,0.0286,159.871,4,0.701,indie
Rilo Kiley,Silver Lining,0.289,0.709,216973,0.53,4.54e-05,7,0.0929,-4.985,0.0288,117.11,4,0.686,indie
Guided By Voices,Hold On Hope,0.126,0.514,213187,0.481,0,4,0.158,-6.816,0.025,82.356,4,0.19,indie
Bon Iver,Flume,0.927,0.437,219000,0.143,0.0336,11,0.109,-17.012,0.0329,132.87,4,0.0753,indie
Dr. Dog,Shadow People,0.119,0.434,253093,0.707,0,7,0.0997,-5.472,0.0399,176.612,4,0.475,indie
Passion Pit,The Reeling,0.000356,0.597,287907,0.777,0.00113,8,0.169,-5.638,0.0668,111.999,4,0.763,indie
Sonic Youth,Incinerate,0.096,0.52,295813,0.858,0.588,8,0.14,-7.914,0.0358,76.761,4,0.434,indie
Florence + The Machine,Dog Days Are Over,0.059,0.504,251840,0.812,0.000526,7,0.119,-5.316,0.0911,150.11,4,0.331,indie
NOFX,Don't Call Me White,2.2e-05,0.329,153427,0.919,9.7e-05,9,0.351,-8.215,0.0754,93.078,4,0.325,punk-rock
The All-American Rejects,Gives You Hell,0.0156,0.714,213107,0.725,0,4,0.0726,-6.411,0.0402,99.988,4,0.582,punk-rock
Billy Talent,River Below,0.000359,0.466,180000,0.957,0,7,0.339,-2.774,0.0745,175.552,4,0.623,punk-rock
blink-182,Always,0.0103,0.477,251844,0.951,0.0248,11,0.143,-3.859,0.0934,158.299,4,0.551,punk-rock
Rise Against,Collapse (Post-Amerika),0.000539,0.379,199000,0.974,2.74e-06,6,0.0776,-2.877,0.0962,157.541,4,0.56,punk-rock
Simple Plan,Addicted,0.000406,0.524,233893,0.744,0,1,0.282,-5.477,0.0444,139.588,3,0.645,punk-rock
The Offspring,Trust In You,0.000227,0.397,189160,0.929,0.00435,8,0.0773,-3.877,0.0588,170.538,4,0.685,punk-rock
The Ataris,The Boys of Summer,0.000674,0.251,258000,0.954,0.000132,6,0.0975,-2.879,0.0691,191.059,4,0.269,punk-rock
Good Charlotte,The Anthem,0.00749,0.562,174213,0.938,0,1,0.297,-3.078,0.106,88.872,4,0.907,punk-rock
Sum 41,Motivation,0.000807,0.505,169960,0.887,0,4,0.0576,-6.326,0.109,168.328,4,0.855,punk-rock
blink-182,Down,0.066,0.566,183867,0.908,0.001,11,0.16,-6.459,0.0362,94.0,4,0.348,punk-rock
Green Day,Give Me Novacaine/She's A Rebel,0.00185,0.312,326200,0.949,1.78e-05,9,0.0569,-3.533,0.0784,154.795,4,0.624,punk-rock
Bowling For Soup,Almost,0.000784,0.546,206160,0.882,0,11,0.186,-4.019,0.0394,139.966,4,0.595,punk-rock
NOFX,Lori Meyers,6.11e-05,0.158,141200,0.893,0.000236,7,0.0903,-8.108,0.0796,198.658,4,0.312,punk-rock
Linkin Park,Crawling,0.0564,0.58,210773,0.716,3.82e-06,4,0.396,-5.201,0.034,105.084,4,0.304,punk-rock
Good Charlotte,Girls & Boys,0.00212,0.663,183493,0.72,0,3,0.358,-5.497,0.0331,135.342,4,0.609,punk-rock
Paramore,That's What You Get,9.43e-05,0.528,220480,0.831,0,8,0.141,-3.607,0.0429,131.094,3,0.635,punk-rock
blink-182,What's My Age Again?,0.0133,0.398,148573,0.954,0.000218,6,0.0891,-7.373,0.0715,157.766,4,0.434,punk-rock
The Offspring,All I Want,0.00878,0.206,113476,0.977,0,6,0.657,-3.403,0.135,173.134,4,0.57,punk-rock
Fall Out Boy,Young Volcanoes,0.00127,0.597,204507,0.861,0.000294,11,0.367,-3.867,0.0385,95.018,4,0.632,punk-rock
Rise Against,Help Is On The Way,0.000149,0.345,237480,0.951,0.00106,5,0.0357,-3.521,0.07,108.017,4,0.641,punk-rock
The Clash,Rock the Casbah - Remastered,0.287,0.796,222427,0.872,0,9,0.284,-6.722,0.0573,129.894,4,0.865,punk-rock
All Time Low,Damned If I Do Ya (Damned If I Don't),0.00635,0.554,187000,0.902,0,4,0.328,-4.018,0.0569,126.022,4,0.66,punk-rock
